"Time","Series1","Series2","Series3","Series4","Series5","Series6","Series7","Series8","Series9","Series10","Series11","Series12","Series13","Series14","Series15","Series16","Series17","Series18","Series19","Series20","Series21","Series22","Series23","Series24"
1,98.8790487068956,99.9142590854174,118.09676286547,121.125979066441,103.801814934673,99.457765364895,117.146539201771,122.235318892748,99.314117963041,99.6303078651586,121.334534520336,117.836520576936,92.9979561800359,91.040802228819,114.137169549623,126.507202992633,106.815678822321,104.830273147859,115.105474780458,112.131275712413,91.321221371398,104.082492238877,121.720275102125,114.177804832424
2,99.5396450210334,102.737204568029,99.9099445503822,99.2551224877923,100.891943749829,100.020259093723,99.7969865839864,100.580413657543,99.86056939272,101.250005491656,98.783439817531,99.6408046286332,107.529326453793,89.377956195167,107.890926879164,107.235483715598,113.131924813536,104.658858653003,95.233810945439,114.241406525936,103.849042091485,107.137993992677,93.02656847163,110.622538258332
3,103.117416628298,99.5484580286815,78.4301910610858,81.9539467733712,101.738490472855,101.594308865523,80.4959070868348,81.956335544417,99.5707976817363,102.450838108038,77.4031586648112,77.910436043326,101.364704654727,93.1710104261821,93.90907013525,80.021533289841,99.9658015271205,93.1949516825024,79.4839638768018,86.606099323794,97.7885554603947,93.4522570667157,72.0248288894375,72.3481387543756
4,100.141016782849,103.032941208859,96.6641161268237,99.250838284466,102.487374859198,104.600397355334,103.407047805514,100.109182337752,96.8894432973735,97.4370357699221,97.4481096631489,100.740007987942,91.4920167489437,94.4535637765547,107.049430471404,90.5864627380022,104.271031250819,97.1638941573271,112.945061184229,93.4063471237572,95.9133420493286,101.554296411292,107.576621309969,100.98329276167
5,100.258575470322,96.9024943915396,119.239546959424,122.105422931159,104.964951756971,107.086157947662,122.788657331992,124.713846021799,101.05900581955,94.8540977744896,119.229297090724,118.34650772671,88.8956076191835,103.058441140371,104.450792789408,109.454234180327,88.4914598448314,96.3831518899714,131.392693012475,126.636622472462,101.212729870819,101.013043107108,112.610981111173,121.95880059655
6,103.430129973767,101.169227499272,101.837993218122,97.9016459866679,101.96787233811,106.095162117968,100.48270274388,102.077923322231,97.5728488392576,96.5212968657238,98.1000879224283,97.1443335048295,116.693739475945,107.856904020181,111.196609483224,95.2560210747575,96.4506417798416,106.162366960108,100.120199056456,101.293542854135,88.8367952745286,105.324985223316,99.4243655618036,90.9399187144332
7,100.921832411978,100.247708487689,78.8493060747832,77.4796895104838,101.514985699216,103.233698071342,86.1688714161882,87.6335467075764,96.7526317169178,96.0719175200292,79.6733516001632,74.1844853649266,94.5719748366525,94.1809317672997,79.5515524305099,86.3790440043987,103.949718795063,95.5759389562675,69.3126683636901,85.3058301759547,85.9923926678528,100.37279510362,76.7442357295733,84.0121974520495
8,97.4698775307869,100.431883137488,101.21592864445,106.482079869885,107.351393864806,100.486945208885,105.822782583592,100.697902208624,98.544533558937,96.3033610090186,96.2781957143235,96.0522004506525,85.1554267686557,92.025288140976,104.199314234554,84.3343586027446,106.392695226689,108.496331120792,97.2433325717124,103.280198423875,92.0441529961326,94.0409297672598,88.3372048627946,90.0165602326695
9,98.626294296213,100.75927896552,116.764234583422,119.166284823679,103.617673566189,103.722440271857,125.874860544982,124.472025514068,94.0630675573615,98.9246099546386,115.420550192981,113.967168263606,104.266074902029,91.6664891280839,124.976265886968,104.90939873014,98.4248150616089,95.5686687045317,121.737915734076,133.964128294227,109.514057198044,102.827936463522,119.328495275292,119.641918637232
10,99.1086760598001,98.9953530937814,99.888876068951,100.596455183081,103.55386806012,105.178414446147,107.436217220652,106.650759725519,94.0993227521506,94.3477122149893,93.8830861753037,94.7953069729588,102.481842048487,96.6832901890906,99.2265114143464,94.7697614019192,126.478871993814,119.628243665083,105.829104033826,94.1911969143734,95.4461181969002,101.404978852078,96.3848389879437,103.773293064828
