"Time","Series1","Series2","Series3","Series4","Series5","Series6","Series7","Series8","Series9","Series10","Series11","Series12","Series13","Series14","Series15","Series16","Series17","Series18","Series19","Series20","Series21","Series22","Series23","Series24"
1,103.119160808826,88.7814729369253,125.114458740084,132.609258112003,88.9462863273441,110.34774244629,121.048283915362,123.587459350894,98.0209775463924,96.7407075514035,110.159689075944,114.040425094054,70.8963328121522,97.1285940207065,85.2309364377507,132.016752207968,96.9006681343688,81.4481986525751,128.799182568998,147.166597503386,109.309304351207,98.8097050742838,109.99224101723,123.221360140843
2,99.856394290014,119.071774584997,96.7146354802567,94.3887701009496,106.276692326198,102.086772944524,113.114466599377,104.465457333431,97.0922492259981,99.7377609353617,79.5683720616817,94.5148632448055,94.5995081854923,115.370352469923,94.2953188942064,73.1160290873774,122.551264502998,124.43863644599,106.508774767223,99.5917462620537,83.6176322001059,100.020023323527,106.07530410999,107.288255206823
3,106.33379684072,106.983554807828,93.4828529701269,81.9430111149825,111.282425543477,114.333186435433,83.3279250777709,90.7252899378333,97.6528916111342,103.259393035324,63.0196069555607,81.8618997168124,107.651592807547,92.4366703785932,104.827473502873,74.7887191058683,88.6201021741734,95.5796031987032,87.5666284801825,97.5681644445531,96.9553001927711,80.6531087004521,72.2799399932737,82.1530918489931
4,114.339183005096,87.714672902606,98.8813911660615,104.128286051689,95.3009255235803,105.813625471267,102.894647758977,105.575425241439,89.7747159526127,83.316374878423,82.6342229155919,88.6913726370765,80.5304437220553,105.228232891806,75.057174264767,123.314738939945,110.525802787528,77.7597031326969,112.486298820913,92.895960561747,106.000447925723,101.777194217936,124.357622115735,106.26528380673
5,108.293735079491,109.071802011078,120.969109990801,128.409238096357,110.710837829102,101.619156267039,126.916361344725,122.361135075879,87.5634092690663,86.0929641967508,115.404253110227,110.856395610905,99.9272889647809,92.359391872151,124.420944986724,121.597391897788,108.849597802492,140.20466847586,143.598332309256,120.932679399703,89.9755476639598,111.613838141284,114.630925667731,116.762115206849
6,94.4345150755169,108.358721284947,99.1545665896044,102.938435169729,111.631487179992,98.2758813349318,101.980523887303,108.031767217399,88.9010198798265,74.6256292465275,93.4834654153343,94.9727281322529,79.8272164766655,107.167366859634,123.548521587901,102.887633810057,88.5491162414332,114.681659179654,101.062089120831,91.0458371311253,80.2829716156784,93.8826899350322,124.282621582997,84.2739346172349
7,101.116981319755,104.718645509965,86.7704391303118,95.7857225197882,112.062568000322,99.5154728610253,98.7420114440532,86.7227356525213,96.7987773680435,90.3804497455494,77.0805913036957,68.3658023959544,99.2247372215326,107.51478093403,87.6792034514307,92.7384195071141,114.737858069554,94.4603075694252,89.0865272690349,71.893762729282,86.100915154982,107.127543471506,74.063409904505,73.2184497529869
8,111.30596395114,103.192829879159,93.8524078086154,103.561093983156,112.571700880897,110.807543248209,113.32150282886,112.316716493702,96.9888846950852,93.7288029898824,83.7447160734653,78.3068095182871,113.422746900386,98.416292240839,119.288536015959,114.857719176299,135.710491756507,106.372825275671,153.92037120908,120.868298955338,112.128113912679,106.635893968069,109.764639078453,132.097317401084
9,109.395500770365,101.159593477241,121.611699242151,116.092158652076,126.579466087198,97.4497923264227,131.374343394308,148.047921579809,81.6718422905398,88.5329648190049,105.254283678906,106.301949733889,67.3017659080872,100.409631083516,105.487278696604,129.413733174672,127.600603694828,101.578034223064,119.879996962759,147.205688515387,109.90056296291,67.1291508526838,105.651240209653,87.6405307368434
10,87.3217473386857,104.953289740862,104.596556787744,100.820092286685,117.664056620634,102.523451700655,118.188831206412,119.533280467136,85.4425871491069,94.8300975041199,88.2927694223709,82.7611050864827,134.596246484008,106.505737068567,109.485840317601,106.228232283341,131.971453480162,119.726843030669,119.43144356399,118.259163433365,114.188571432271,90.069566334899,90.2320216725503,92.5796207383616
11,107.57143936507,91.7390471512151,70.038080896136,85.353033964874,127.714500983041,132.201612553209,100.071617003669,107.516642869051,75.4947325369215,88.1672320476489,66.1195276083334,50.6411589236423,82.483744666736,83.0340327333502,82.7461800146948,102.124085972521,113.294561489592,118.509090785255,71.6305315217652,81.7667893491459,106.012600194327,76.3727098080396,63.154976873615,73.0910454226754
12,97.2758873190506,94.8051508937945,101.821750465147,82.475929534635,121.608136166881,116.573454211155,114.624700251445,126.912382809238,75.9345693668862,77.3030018101683,73.1463503717113,84.1566309054223,114.106445780097,115.310303507868,120.251741753856,125.642081108673,132.36758357125,99.3917263663173,121.196222212867,122.453546967566,58.1020432497916,79.5106840681088,83.5392360332144,97.119593447135
13,94.9970984743703,91.9839419344609,115.249583501851,119.235487589224,123.39858876592,130.360965385291,140.956088884562,157.752596229183,75.6085134839579,92.0733228633296,105.63306876592,97.6543940069534,131.186523940928,104.039114349952,157.309915071664,123.42539402924,83.9378555569649,123.347208053815,158.024409513556,125.325093243213,52.6671716544923,78.0041705589585,107.343329281642,61.806490102712
14,91.1903821681383,98.672952320092,111.430486286098,100.332205668128,116.682100359108,134.191936377105,120.526495883932,110.083608800828,68.4662218943365,82.5471522834243,92.3441249949932,65.5698298369477,85.8426396508999,108.228229620868,101.719925456222,96.8782467690905,102.201120859677,110.888946898814,85.6980676699013,94.6635387394294,79.978121217207,62.1525919652632,86.3484563721374,60.0778901674786
15,97.5056363194118,101.173250360931,85.6391845519531,78.091193008816,144.027259326035,123.455876564749,81.9850224963809,92.3404801200023,61.4406798622626,82.1235750857236,78.1528234075158,57.7929639735676,89.8681878231046,97.4586825646199,96.4361054600597,80.1821863290852,119.877280725506,131.998410306777,89.2322328183024,90.4588609159068,74.8341866897875,91.6142008602066,37.3601512489887,63.9236741703088
16,105.509252043069,104.816452193142,86.1989287247991,100.410948291894,123.521471394485,124.028964930701,125.24349137086,119.5497252329,82.1440170202331,68.6253202889818,83.1403842845796,74.599003012439,115.324754919961,71.8233962507426,93.9593519321055,105.245839948824,125.627673893516,133.035473098659,157.808112243726,117.818082105579,53.8338387016281,62.3008496200264,94.2442209574846,62.0855768961967
17,111.482175022939,104.232444203943,127.354278255464,104.065549118343,121.520193057117,127.071547567397,150.940497820125,148.119351249978,77.7460905080338,72.5053863586787,87.9023625343374,84.9469538928671,87.7374485399954,111.224607926912,114.613954284683,109.835330363852,133.25380681469,124.989494702106,138.989684167018,136.35378171725,44.5856134755938,81.7880818181974,78.2452134105321,82.9519741366695
18,101.111256785602,111.565566726091,101.741927414226,102.769890277956,130.059337199357,132.437916053846,124.903686409647,123.990565314173,66.3462729686717,63.2248108289947,71.9784206751144,77.4147872728682,85.6431889898352,96.0984978998829,91.7081765512532,109.632740187961,137.824515789172,115.154404591765,105.644980301817,96.9378674491591,91.7128025999326,46.0720453195938,87.1462362236061,83.1853995528259
19,99.4155809086261,104.778474299431,75.5094019048064,80.024234742409,131.773441427503,134.908998759715,94.6304539334216,106.468208067415,79.1646061848983,70.9196828316359,54.7573588827355,44.5915878937579,123.716789197401,109.273909885956,59.6798752958651,60.6584294709595,121.600842508356,121.443466686787,109.665040724804,96.4300193176717,96.5556366324739,65.9529779507972,55.3474688580127,56.715460918099
20,98.3813124951056,110.050535370317,97.1553149774814,96.060571993869,135.789967382312,113.878395361791,138.522856827479,119.910806804551,84.4857540115073,80.9192099602939,67.8970652971495,62.3656578208709,126.496642022311,130.719054424549,101.100082930934,133.391008824617,122.775826802332,114.807727935585,119.154986638137,137.990560898865,73.9588478103919,66.8697914391302,71.0582615288477,58.2789327961171
21,107.630394685937,108.779536342442,109.822862667107,97.0846502192759,124.18060340502,131.879167904694,154.139273296996,153.580278694351,48.0998841213776,64.8397518412461,81.7882508445893,78.6010926032118,96.5944726167169,82.6656274303321,119.415172050118,82.7487096153618,126.260870166198,144.003299051101,180.056169425778,169.592629656921,71.0612042639477,58.583323565481,90.007098155858,77.836899211432
22,91.3504524204637,95.2923166952082,103.089574813231,96.7102981048173,131.902519267844,137.904772854879,134.082431303034,128.545486225612,76.2020406457393,67.5216017548807,51.2186931221277,78.5512511612126,134.216652924629,120.294121101164,110.828048259721,102.592514180587,124.573510422344,153.310353433476,149.230732937114,156.931811919401,65.1684191896854,64.351055732628,53.502413653761,92.9755120316468
